# T=10^0	T=10^1	T=10^2	T=10^3	T=10^4
2	12	103	1007	10050
0	7	87	982	10187
0	7	95	989	10062
1	14	102	1003	9975
1	10	104	1002	10072
0	9	101	1020	9924
1	13	101	1043	10126
2	11	97	1040	10064
2	7	102	1050	9934
1	11	111	972	10002
0	9	85	1004	9776
1	10	107	1017	9985
2	12	107	1021	9947
1	9	97	1008	9935
0	10	98	1002	9755
2	12	110	1015	9917
0	9	107	932	10035
0	6	102	1026	10019
0	7	89	999	9881
0	5	98	978	10081
0	11	106	977	9971
0	4	91	986	9923
6	16	101	998	10018
1	5	102	1035	10034
0	8	93	967	9894
0	14	103	979	9876
1	9	91	975	9928
1	6	86	973	9924
4	9	93	975	9894
0	5	96	1029	10088
2	11	111	1047	10189
3	13	101	994	9990
0	4	84	978	9957
3	14	96	1036	9919
2	11	114	988	9920
0	10	99	970	9920
0	10	86	952	10031
0	8	106	925	9965
0	5	93	1003	10012
3	8	92	968	10019
0	4	82	1030	10122
2	15	105	969	9873
2	9	109	953	9831
1	11	89	1056	10063
0	5	107	993	10245
1	10	91	996	9973
1	13	101	967	9819
0	9	90	1016	9929
2	11	95	1016	9940
1	6	89	974	10005
2	8	93	1024	10079
2	14	106	979	9848
0	11	104	1008	9900
0	9	101	997	9958
1	8	98	1013	10041
0	9	108	1013	9991
0	15	119	979	9980
0	9	105	998	9951
0	15	90	980	9934
0	5	97	936	9972
0	10	127	1053	9961
0	6	96	1019	9949
2	9	97	1017	10232
2	9	104	975	9838
0	12	118	1044	10104
1	11	86	1001	9937
0	10	90	956	9981
0	10	113	1024	9994
0	11	101	974	9925
0	5	95	1048	9958
1	13	91	1002	10064
2	12	110	958	9990
1	11	86	959	9983
2	7	104	1017	10195
1	7	95	1033	10010
3	12	111	1066	10025
1	6	96	1004	9951
2	15	114	1004	9976
0	8	109	1000	10045
2	11	100	1004	10088
0	11	122	1032	10092
2	7	91	1004	9813
2	12	98	1003	9958
1	10	111	977	10073
2	8	98	1039	10189
1	9	91	1041	10052
0	5	101	962	9995
2	9	89	1028	10122
1	9	98	997	9912
2	18	93	975	9992
0	11	124	1063	10315
1	8	93	1008	9979
1	8	102	1002	9919
1	8	101	1006	10048
1	8	102	1063	10043
2	13	103	958	9870
0	8	95	972	10006
2	13	114	1010	10005
0	9	98	1053	10045
3	15	99	983	9948
3	13	103	1018	9925
1	16	91	997	9908
1	7	92	1009	10040
1	5	105	1030	10112
0	5	102	986	10089
0	7	89	1024	10055
0	6	94	1071	10236
1	5	85	974	9972
0	13	105	1009	10042
2	11	99	1032	10039
0	10	89	921	9894
2	16	100	950	9982
0	7	109	1052	10091
2	12	92	995	9957
2	7	96	1013	10177
0	8	88	971	9864
2	10	101	1005	9860
1	6	89	962	10077
2	14	112	965	10045
0	7	86	1003	9928
1	9	87	1005	9979
0	12	119	1011	9987
2	12	96	987	9985
0	9	98	1017	9988
0	7	104	975	9996
0	10	103	1058	10112
3	10	108	990	10057
1	8	100	1020	9897
2	7	95	1056	10109
1	10	93	963	9936
0	9	108	992	10046
1	13	105	1023	10160
2	13	90	1000	10050
3	9	100	942	9885
0	10	92	980	10017
1	12	113	992	9871
2	12	100	1018	10056
1	9	91	991	9928
2	14	119	1027	10027
1	4	98	1030	10077
1	6	108	974	9813
1	9	104	977	9791
2	7	118	1022	10022
0	8	100	1004	9872
1	12	100	1002	10075
4	12	102	1027	10141
0	12	91	1011	10098
1	12	83	929	9928
0	7	90	993	9983
2	12	115	955	10017
0	12	85	959	9987
1	12	111	980	9955
1	10	97	960	10051
2	13	108	989	10038
0	11	110	968	9932
0	10	103	991	9958
0	10	98	1039	10051
0	8	104	1001	10013
1	11	106	1000	10000
1	15	93	1015	10006
0	10	96	1014	10067
2	12	105	1002	10019
0	6	104	1018	10041
0	5	85	1015	10037
1	7	101	998	9794
1	8	107	972	10052
0	6	90	1027	10059
3	7	93	972	10144
0	9	95	1019	9991
0	9	111	1019	9955
1	14	106	987	10096
1	10	105	991	9894
1	10	97	1015	9916
0	4	75	965	10031
1	6	82	915	10175
0	13	109	1007	9984
5	16	87	1053	10019
1	8	104	969	10223
0	9	80	965	9988
1	10	106	969	10022
0	8	85	1018	10121
1	9	104	1014	9994
1	5	104	971	10138
0	10	94	1019	9877
0	13	95	952	9850
0	6	86	970	9899
0	8	97	969	9994
0	12	110	1012	9943
0	3	96	963	10044
1	7	105	1067	10017
1	15	119	1043	10093
1	8	114	1004	10041
0	13	96	984	9993
2	15	107	967	10123
3	11	114	1004	9933
3	14	107	1028	10030
0	10	100	1016	9978
0	16	114	1074	10060
1	6	93	967	9916
0	11	95	1010	10010
2	10	94	1001	9876
1	11	113	974	9914
0	4	90	981	10004
0	8	94	1015	10054
1	6	91	1001	9961
1	7	93	989	9880
1	14	105	958	9875
1	8	116	1038	9942
0	7	103	961	9908
1	13	107	992	9950
2	13	88	985	10109
1	13	102	1000	9925
2	7	96	987	10002
0	3	125	1019	9929
0	6	110	956	9956
0	5	87	967	9970
0	9	116	1028	10052
0	15	99	1005	9818
1	12	126	1051	10043
2	12	88	992	9934
1	13	90	1000	10183
0	9	85	1028	10006
2	14	101	985	10122
1	13	90	996	9745
0	9	87	1044	9912
2	6	102	1012	9991
1	6	87	1029	9928
0	14	99	1042	9977
3	10	94	1001	10092
0	12	107	1014	9926
1	6	97	1011	10095
0	11	101	1049	10193
0	8	88	998	9928
0	8	99	1021	10182
0	7	99	998	9965
0	9	94	962	10039
1	7	88	982	9813
0	4	94	969	9895
1	7	95	968	10018
2	10	108	1008	10087
1	9	102	1100	10035
0	5	77	933	9968
2	11	100	1034	10096
0	9	102	1011	9882
2	9	112	982	9921
0	11	96	1021	9985
1	6	93	970	10027
1	9	110	1000	9739
0	7	94	954	9950
0	8	97	1038	10041
0	8	105	1060	10160
0	14	113	1018	10044
1	9	97	1009	10130
0	11	107	1021	9918
0	10	92	956	9968
1	10	95	992	10251
1	7	83	1014	10066
1	12	89	1014	9996
2	8	109	986	9806
0	7	90	1009	9938
1	11	119	1004	9945
2	5	99	1025	10004
2	9	87	952	9969
0	4	95	1004	10040
0	9	90	956	9779
1	8	105	971	10099
0	4	85	979	10170
1	8	115	1000	10141
1	8	94	995	9921
0	11	101	970	10069
1	12	102	1038	10219
1	9	88	974	10060
1	13	96	1004	9984
1	12	93	951	9841
1	10	94	996	10013
2	11	110	963	9924
1	11	107	1022	10144
0	6	108	986	9930
1	17	121	1030	10054
0	13	90	995	10123
0	11	96	1019	9882
1	12	93	950	10035
1	6	89	1000	10090
1	6	80	1051	10032
2	12	111	1019	10106
4	12	104	940	10177
1	8	120	1002	10111
0	9	109	946	9875
0	7	102	950	10041
0	11	98	977	9977
0	9	115	1033	10094
0	9	110	978	9952
2	7	95	981	10109
0	11	92	960	9962
2	12	108	969	9968
0	6	109	1027	10052
0	17	95	974	10023
0	15	85	1005	10033
2	9	105	962	9972
0	10	106	1030	10022
1	13	103	1000	9944
1	6	99	1085	10058
0	12	102	1012	10148
1	13	93	1017	10028
1	7	93	987	9973
2	10	104	1009	9907
1	13	80	1005	10145
3	8	100	973	9984
0	16	99	1031	9991
1	11	100	1009	9927
1	10	96	963	10026
2	14	113	1023	10047
2	13	113	1046	10106
0	10	101	1024	9986
1	10	101	1023	9942
1	16	99	993	10055
1	11	115	979	9990
1	11	91	1047	10018
0	10	93	999	9979
0	6	87	937	9890
1	9	95	955	9942
0	14	85	944	9980
0	10	107	1032	10020
1	9	83	954	10038
0	8	75	1004	9963
1	9	101	939	9853
1	6	90	996	9921
1	15	97	984	10011
0	5	78	948	10057
1	11	108	1039	10050
0	13	94	912	9978
0	4	91	1039	10080
2	10	100	1013	9938
1	9	93	987	9911
3	11	99	1026	10017
1	8	92	1001	10047
2	11	90	971	9964
0	4	90	1026	9997
0	7	92	978	9984
2	14	102	971	9861
0	12	100	978	9925
0	8	105	1055	9999
0	7	105	1044	9976
3	13	98	1005	10039
2	8	91	950	10018
4	8	100	1042	10054
1	12	95	958	10013
0	3	101	1026	9992
2	11	94	1011	10216
1	8	95	1025	10161
3	14	93	930	9878
2	10	68	1013	10033
2	18	110	975	9910
0	10	93	1026	10142
0	8	103	1028	10147
1	11	111	1007	10062
0	7	98	955	10073
0	6	85	962	9884
1	14	97	1020	10178
0	5	102	1007	9908
0	7	101	1021	10014
3	10	111	1012	10129
1	15	103	973	10009
1	11	111	1018	10055
0	11	89	966	10012
2	16	106	1023	10059
1	4	98	1019	10019
1	11	72	945	9996
3	14	95	1014	10008
1	13	95	973	9898
3	8	96	978	9933
0	14	123	1012	9870
2	12	90	949	9908
3	11	84	941	10019
0	8	107	1020	10016
1	8	114	1070	10205
0	8	79	970	9938
1	11	112	956	9867
1	8	91	988	10082
2	12	107	988	9893
2	12	90	1021	10079
0	8	76	1016	9951
0	7	92	982	9943
2	10	99	1060	10062
0	10	80	967	10047
1	6	98	975	10047
0	9	106	981	9869
0	8	111	1004	10069
1	9	91	972	9951
2	13	98	974	10112
2	11	93	1016	10129
2	9	100	1039	10002
1	7	101	955	9948
1	11	93	1010	10010
2	12	97	1038	10164
1	6	94	1012	9797
1	10	117	993	9930
0	7	96	979	10081
1	11	91	998	10024
2	13	102	1034	10036
0	12	95	990	9980
3	10	90	979	10029
3	14	94	997	10083
0	6	99	1012	10142
2	15	121	1013	9898
1	17	96	1021	9995
0	14	93	1008	10249
0	11	100	1043	9983
2	14	99	1031	10113
1	9	101	999	10041
1	9	99	1041	9958
0	13	90	958	9984
0	12	105	1059	10046
0	10	119	1027	9914
0	9	102	1026	10042
0	9	93	1020	9868
1	4	85	982	9788
2	18	107	1015	10067
0	9	109	1062	10218
0	7	97	968	9882
0	5	90	960	10031
0	7	93	991	9915
1	5	90	1020	9952
1	6	104	1030	10128
1	10	113	967	9888
1	12	107	1090	10014
0	8	118	1030	10006
1	10	112	1021	10007
1	15	109	1003	10046
0	9	91	975	9778
1	8	100	968	10051
0	9	110	1037	10024
0	12	100	995	9932
0	10	107	1024	9898
3	12	93	1040	9911
0	7	102	968	9925
1	9	99	917	9957
1	13	101	994	9917
0	9	106	970	9978
0	10	104	1025	9890
0	6	108	986	9858
1	16	102	1035	9928
0	14	117	1058	9967
1	10	93	959	9927
0	7	106	1021	10084
1	9	100	1003	10099
0	7	94	1014	10194
0	7	87	972	9914
0	11	96	995	9844
1	15	92	960	10123
2	9	104	1023	9942
0	6	91	1026	9997
3	17	113	1027	10146
0	10	106	1024	9916
0	12	86	978	9929
1	6	92	1013	10093
0	8	93	952	9836
1	9	94	1028	10060
2	8	89	1022	9891
1	6	83	965	9745
2	14	115	1037	9908
2	10	101	984	9924
1	9	97	1037	10124
1	15	113	1033	10094
0	13	101	959	9964
0	9	101	956	10066
0	5	100	983	10027
0	10	105	984	10097
2	18	115	1058	10056
0	10	102	982	9982
0	8	96	1038	10062
2	10	91	1006	9935
2	20	129	1034	9882
0	10	72	984	10054
2	7	106	1073	10148
2	10	105	963	10169
2	8	89	1022	9934
1	5	102	991	9847
2	15	108	965	10035
1	10	97	1011	9884
3	11	95	987	9987
3	14	113	972	10028
1	8	88	952	10105
2	11	106	970	10095
0	8	91	949	9926
2	8	115	994	10037
1	7	93	1062	9934
0	11	95	1018	10151
0	7	100	966	9845
0	8	108	1026	9952
3	11	100	1019	9892
1	5	99	1002	9938
3	14	90	978	9995
0	6	105	1032	9939
0	10	109	1010	10077
0	9	92	999	9877
0	10	107	982	10090
1	12	106	986	10128
1	11	101	1035	10084
1	11	105	976	10107
1	12	102	989	10080
2	11	105	982	9860
2	12	104	967	9975
1	6	112	1072	10184
1	7	89	958	9842
0	11	104	1032	10025
1	13	93	1031	9818
0	10	87	929	9900
0	7	90	980	10095
1	7	106	1013	10148
2	13	99	1001	9832
0	10	102	987	9976
4	8	108	1016	10007
1	6	93	1011	10110
0	4	89	999	9964
0	10	110	980	9952
0	11	96	979	9963
0	4	89	1001	9902
2	10	99	1005	9888
0	13	118	1044	10007
0	5	89	1016	9960
4	8	88	986	9885
0	12	95	1001	9876
1	8	108	1032	9924
1	14	107	1015	10031
0	10	97	1053	10138
2	12	115	985	9919
0	9	100	1026	10018
1	11	113	1037	10144
1	4	105	1027	9801
2	12	119	1003	9909
0	10	87	984	9966
1	12	106	986	10092
0	9	99	1006	9952
2	10	111	976	10016
1	12	110	997	10038
2	11	96	970	10008
0	16	106	1011	9996
1	10	112	1044	10028
0	8	77	1010	9990
0	14	100	995	10043
1	5	91	991	10178
0	10	84	946	9983
0	8	89	968	9721
0	11	105	1007	10019
1	12	101	999	9905
1	6	75	976	10009
0	7	93	993	9921
1	16	108	997	9930
0	5	101	979	9910
3	9	105	1005	10027
0	11	105	995	10139
1	9	104	982	9901
0	10	93	1008	10016
1	9	86	1033	10013
1	6	87	989	9749
0	8	106	995	9994
0	8	100	1009	10002
0	10	94	1041	9973
0	9	100	988	9912
0	8	103	955	9846
0	4	90	945	9956
0	7	111	980	9891
0	8	81	942	9832
0	6	82	994	10059
1	10	95	997	9990
0	13	121	1029	9858
1	7	101	1011	10137
0	9	99	1009	9937
1	15	98	1015	10070
1	4	88	944	10046
1	11	106	986	9838
0	13	82	978	9853
1	6	96	991	9993
1	10	117	1104	10081
1	6	104	973	9821
2	6	96	955	10079
0	11	93	973	10071
2	12	98	988	9981
0	14	102	1027	9883
0	9	91	985	9982
3	12	105	1008	9942
2	7	105	967	10103
0	9	106	1039	10165
1	13	96	1022	10058
1	11	95	984	9990
1	7	96	943	9863
1	15	113	992	10048
0	7	89	948	9701
1	7	88	969	9977
1	8	74	1008	10158
1	7	77	973	10099
2	13	96	960	9890
0	7	86	1021	10038
3	14	103	1004	10035
1	11	95	948	9950
1	3	112	1031	9967
0	7	96	951	9948
0	10	88	1032	9917
2	8	115	990	9995
3	11	99	981	9920
0	18	110	1044	10019
1	9	109	1013	10202
2	9	92	995	9844
1	8	111	1025	10052
1	12	99	1013	10155
0	9	82	1016	9909
3	13	115	1050	10173
0	4	104	981	9950
1	7	81	932	9847
0	3	95	1015	9983
1	10	102	987	10015
1	12	101	1027	9965
0	5	101	986	10108
1	12	103	983	9891
2	10	91	982	10006
0	11	95	970	9926
1	10	101	958	9971
0	12	108	1000	9958
3	12	87	1009	10069
3	8	101	1005	10061
0	10	116	954	9813
1	19	119	979	9957
1	7	99	1014	10074
0	8	106	1048	10154
0	10	103	978	9931
0	9	110	980	10133
1	12	100	981	9995
1	9	91	949	9943
1	12	97	950	9978
1	11	107	988	9987
2	12	100	969	9977
0	15	104	1008	9946
2	15	107	978	9736
3	14	96	1008	10148
0	9	98	937	9939
1	15	106	963	9938
1	7	93	1026	9862
2	7	116	1016	10106
1	11	109	1025	9976
2	6	88	934	10057
1	14	102	1000	10040
1	10	90	1039	10097
1	15	91	969	9930
1	11	106	1014	10054
1	11	104	1001	9981
2	14	106	966	10002
0	17	92	996	10125
2	11	93	957	10050
0	0	101	1035	10166
1	7	92	964	10051
1	10	104	1023	9965
2	10	87	983	10022
0	7	85	1024	9855
2	10	102	983	10031
3	14	96	962	9900
3	18	101	972	9915
0	8	85	982	9943
4	15	112	1000	10129
2	9	91	935	9893
1	9	93	997	10076
1	6	101	968	9985
1	9	98	944	9942
1	10	95	1064	10076
1	14	112	1001	9922
0	12	99	968	9977
0	6	101	993	10021
1	8	108	1000	10014
0	11	97	923	9920
2	14	90	908	9905
2	9	72	1008	9911
3	6	95	999	9977
3	11	88	948	10085
1	12	95	1003	9886
1	13	108	1050	9989
1	10	104	996	9884
2	10	100	987	9988
0	12	105	1010	10036
1	4	101	1008	10144
1	5	95	1001	10071
1	10	94	1013	10024
1	13	87	1019	10082
2	15	95	1005	9957
1	5	92	941	10000
0	6	100	1013	10073
0	6	105	1023	10008
0	9	95	1021	9912
0	8	105	1058	9915
2	6	85	973	9972
0	13	98	1007	9911
0	13	102	966	9963
1	12	105	1002	10063
0	9	120	1047	9944
2	8	97	1004	10018
0	9	96	1097	10181
1	11	89	998	10062
1	4	104	1015	9931
1	5	107	1018	9917
0	8	96	964	9909
1	13	100	1004	10232
0	16	101	1016	10042
3	9	101	1054	10073
0	10	96	1035	10040
1	14	95	1053	10243
1	12	97	1008	9864
3	7	91	994	9849
2	10	103	1032	10013
1	8	74	939	10072
1	13	102	971	9969
0	12	128	988	10058
0	8	80	977	10018
0	5	107	1005	10032
0	11	96	1032	10220
2	11	108	953	10022
1	5	85	950	9984
1	11	107	1013	9952
1	10	96	982	10072
2	12	103	993	10053
1	14	106	1025	10065
3	13	103	983	9856
1	10	111	1035	9999
0	10	109	1011	9942
1	10	123	1037	9999
3	15	100	995	9953
3	10	105	972	10014
1	6	99	933	9899
3	7	91	951	9948
1	9	105	1015	10141
0	10	102	984	10144
1	9	90	1034	10186
2	10	110	992	9893
0	13	106	1048	10115
0	8	94	977	10106
3	16	118	1046	10043
1	9	83	957	9939
2	13	108	984	9917
0	5	91	1003	9999
2	7	85	976	9924
0	7	98	986	10125
0	5	94	1026	10010
1	7	106	1002	9922
2	16	108	979	9884
0	6	109	1006	10047
2	11	112	1011	10028
1	13	104	996	10038
3	11	79	1036	10087
2	10	96	963	10091
0	12	102	1012	10168
3	9	94	946	9933
2	12	100	1000	10073
0	10	105	997	9921
1	10	113	991	10032
0	12	90	965	9964
1	11	121	1035	10139
0	9	122	1048	10085
1	8	82	952	9911
1	13	106	1076	10071
1	16	117	1010	10099
0	12	78	953	9939
2	11	87	951	9922
0	8	95	982	9856
0	11	102	1015	10223
3	19	103	958	9876
0	10	97	1011	10015
0	6	98	991	10046
1	13	112	1009	10023
0	9	94	982	10035
2	12	105	1004	9859
1	9	83	997	10155
3	15	101	1016	10051
1	8	111	1026	10138
1	9	89	974	9757
2	10	105	1040	9882
2	14	101	989	10003
0	7	112	1049	9920
2	13	102	994	10024
0	10	94	985	9996
0	10	101	952	10016
2	15	109	1005	9938
0	11	97	1029	10119
0	11	82	991	10012
0	9	91	963	9985
2	12	110	1007	10022
0	11	104	1041	9916
0	7	113	1010	9980
0	7	94	969	9999
1	7	99	991	9902
0	13	100	974	9857
2	12	108	997	9999
0	10	98	1049	10014
1	8	93	980	9887
1	10	93	995	9927
2	15	107	1006	10027
1	12	99	1030	10055
0	7	99	1008	9965
1	15	98	989	10040
2	6	97	944	9975
3	14	119	1033	10105
1	6	89	1008	9903
0	12	124	1036	10108
1	10	112	1023	10072
0	14	98	1000	10046
2	10	101	997	10216
2	9	106	1072	10028
3	14	90	945	9941
0	6	94	962	9884
1	15	98	1008	9973
0	8	101	992	10170
2	11	99	961	9990
0	8	88	1003	9875
1	10	84	946	9857
2	11	119	1015	10096
0	10	109	1030	9910
1	9	91	1036	10026
1	6	91	1062	10019
1	11	100	1022	10051
0	9	98	999	9973
1	11	96	977	9953
2	15	120	1046	10115
1	9	91	988	10143
1	10	113	987	9778
1	10	94	975	10012
1	9	101	977	9886
0	9	96	979	10020
4	14	121	968	9844
2	8	94	1011	10164
1	9	102	1018	10033
0	11	105	984	9892
1	14	102	994	10055
3	10	104	1077	10168
1	6	79	968	9943
2	6	103	998	9929
1	12	85	990	9931
2	12	105	994	10062
2	16	98	983	10139
0	9	107	1018	10029
1	9	111	999	9969
2	13	120	962	9900
2	12	103	995	9952
1	12	106	985	9977
1	6	73	951	9911
0	7	94	967	10024
0	8	108	972	9796
1	8	81	963	10005
1	9	103	1041	10008
0	8	99	984	10025
0	8	110	953	9977
0	5	92	998	9820
2	4	93	1006	9898
2	6	97	969	9991
0	5	105	1073	10129
2	17	111	1000	9953
1	7	109	967	9998
0	5	102	1050	10000
2	13	115	975	9893
3	10	93	1046	9872
1	10	99	965	10022
2	12	98	1049	10186
2	11	98	1020	9981
0	6	88	1010	9978
0	9	97	981	9961
2	7	96	1010	9858
0	15	114	1008	10055
1	5	86	986	10045
0	5	80	952	10076
0	8	90	966	10065
1	17	99	1011	10173
1	9	113	1038	10207
1	10	100	1007	10025
3	9	104	1004	9988
2	12	88	1011	10033
0	3	99	995	10005
1	16	94	991	10064
1	13	114	995	9928
0	10	93	1005	9991
3	14	101	996	9981
0	6	89	1006	10013
0	14	103	1005	10070
0	8	85	1010	10023
1	5	101	1051	10136
1	10	107	1021	9959
1	12	107	967	9887
1	8	115	994	10096
2	15	104	1001	10077
3	9	99	1028	10049
1	11	108	995	10047
0	16	105	975	10128
0	9	92	985	9958
1	15	107	999	9951
1	13	128	988	10143
0	10	108	1031	9893
0	11	97	975	9870
1	10	96	1001	10072
2	10	100	1005	10091
0	7	86	977	10023
0	12	93	913	9775
1	12	89	963	10050
2	10	104	999	9932
0	15	124	969	10039
2	9	96	950	10057
0	6	92	960	9933
2	12	113	1016	10107
0	11	98	981	10112
0	10	91	975	9989
2	14	118	965	9930
1	12	83	966	9883
1	12	115	990	10062
0	5	101	1037	10158
0	12	96	990	10071
3	22	116	1046	9927
0	9	105	957	10000
0	6	101	967	10030
0	16	104	1050	9996
1	8	111	974	10068
1	8	84	982	9975
2	6	97	968	10009
2	9	105	979	9980
0	9	99	1028	10046
1	9	96	1025	10023
0	5	100	974	9961
1	11	95	1037	10079
1	10	123	1036	9899
0	12	95	1002	9930
3	11	119	1016	10105
0	11	100	1001	10140
1	9	100	981	10082
0	12	98	1006	9837
1	12	102	1074	9973
2	12	96	1011	9977
3	11	92	1010	9893
0	9	85	965	9916
0	11	98	1022	9995
0	8	98	1010	10175
2	11	93	968	10074
1	11	94	1027	9905
0	9	95	1045	9951
2	12	110	960	10094
0	13	94	972	9929
2	10	101	995	10147
0	10	101	976	10048
0	9	93	1025	10191
0	4	98	1077	10117
1	13	91	973	9939
0	8	109	1011	9997
0	12	113	1016	10126
0	8	105	1058	10117
2	13	102	1030	9974
3	17	92	990	10007
2	12	118	1019	9953
1	15	103	982	10032
0	9	105	1002	10080
3	16	107	1011	9988
2	16	109	981	10061
0	6	91	1004	10099
1	11	91	940	9864
2	10	98	981	10089
0	10	98	983	10084
2	14	113	1010	10170
3	10	104	949	9995
1	14	81	970	9939
1	10	92	979	9831
1	4	101	983	9736
0	9	95	982	10056
0	11	104	1031	10011
1	12	101	1006	9928
0	4	81	983	10108
2	11	98	1016	10217
1	13	102	1043	9902
2	9	103	981	9980
0	14	107	1023	10042
1	11	97	1012	9974
0	11	93	957	9946
1	6	93	1016	9937
2	14	103	969	9881
2	9	81	965	9998
1	6	108	1077	9939
1	9	93	991	10014
2	11	102	1005	10122
0	7	81	977	10050
1	6	88	1001	10031
2	11	105	1060	10179
2	8	104	993	10015
1	11	109	1002	10018
1	15	118	1070	10013
0	7	94	1002	9940
2	11	116	975	9968
3	6	97	1007	9946
1	11	100	1005	10119
1	5	105	987	10148
0	6	98	1002	9889
2	10	104	951	9883
1	11	92	987	9999
1	9	112	998	9898
0	14	93	1022	9990
0	3	111	1027	9991
1	4	80	967	10116
0	11	91	979	9746
0	9	94	1058	10128
0	8	109	1006	9960
1	7	104	987	9926
0	13	94	971	10093
2	11	108	1008	10158
2	18	105	1013	10037
2	11	95	988	10083
0	14	107	986	10114
1	8	85	1017	10035
1	6	73	972	10083
0	11	88	992	9911
1	10	81	976	10048
1	13	85	1013	9929
1	9	90	960	10048
2	12	114	994	10008
0	5	91	1051	10286
2	14	119	1005	9966
1	4	92	1002	10056
1	12	108	981	10099
3	13	100	1035	9982
1	14	111	975	10078
1	6	102	942	9909
2	15	112	1020	10062
1	7	117	1084	10100
1	8	93	1018	10137
1	11	107	1001	9998
2	11	126	1043	10101
0	8	98	1029	10124
0	10	89	977	9810
1	10	92	973	10065
1	12	95	1026	10150
0	10	92	949	9907
3	15	87	999	9871
1	13	105	1013	10104
1	14	101	968	9914
2	9	103	993	10121
2	11	90	975	9905
0	8	92	1001	10150
1	11	112	998	10152
2	13	103	960	9950
0	10	103	1031	9954
1	14	104	979	9980
1	13	112	1036	10084
1	14	116	1003	10006
1	10	90	979	9962
3	14	136	1075	10184
1	5	94	985	10029
2	9	109	971	9930
0	4	95	978	10015
1	11	115	968	9957
0	8	96	1036	9917
1	7	81	1001	9921
0	8	109	1037	9874
0	9	106	1023	9929
2	11	103	1040	10109
2	14	110	1035	10147
2	13	109	980	9969
3	10	98	1011	10086
1	19	118	1047	10069
1	9	93	992	9986
4	12	110	969	9948
0	4	92	941	9926
2	11	111	1023	10098
1	7	100	982	9759
0	10	100	983	9992
3	15	99	1033	10090
0	15	109	1008	9893
1	9	109	1034	9967
0	8	77	1002	10168
0	2	90	970	10137
2	11	110	980	10039
2	10	97	985	10101
2	11	107	1008	9977
1	12	116	1050	9915
0	9	99	1018	10028
2	15	98	1012	9885
1	8	79	1020	9969
1	12	96	1012	10096
3	6	96	986	9894
1	10	100	1045	10162
1	13	109	1026	10007
0	11	107	1009	10170
1	9	98	957	10018
1	8	111	985	9994
0	13	95	1069	10136
1	12	110	1010	10177
0	9	103	1032	9910
0	20	109	1015	9979
0	8	100	1012	9978
0	14	107	1023	10248
2	6	109	1020	9997
0	10	99	996	10006
1	17	104	979	9981
0	4	101	990	9822
1	5	106	1008	10064
0	13	112	1072	10153
0	7	99	920	9847
1	16	95	1012	10164
0	11	82	981	9894
2	8	97	986	10164
0	9	92	1026	9939
1	13	101	1026	10001
1	10	99	1040	10039
3	15	101	960	10035
1	11	100	968	9942
3	15	95	1033	9989
0	10	88	972	9891
2	10	86	1015	10060
2	10	102	1009	9992
1	7	97	947	10100
2	8	99	1024	9943
3	12	119	968	9955
1	6	105	1012	10093
0	10	93	981	9886
2	12	92	967	10238
1	7	94	963	10015
0	9	91	980	10020
2	12	97	1033	10037
2	9	99	1048	9869
1	9	94	965	9915
3	7	102	1019	10110
1	16	118	1015	10126
1	10	106	997	9986
0	10	101	1007	10101
1	10	89	959	10082
3	13	91	988	10090
0	13	112	1026	10033
1	12	113	1021	9919
0	14	93	1070	10122
1	6	83	928	9874
2	4	93	1014	10127
0	7	91	998	10055
1	11	107	998	9981
1	10	89	916	9839
1	10	103	1034	10112
1	11	96	984	10002
1	9	103	979	9956
1	7	101	1026	9939
0	16	94	1031	10093
2	6	86	972	9924
0	5	90	980	10091
1	7	91	993	9881
2	11	95	1021	9900
0	9	105	989	9891
2	13	86	916	9851
1	15	115	987	9857
1	8	91	1012	9950
0	6	94	1004	10018
1	19	96	978	9769
2	11	107	1042	10123
3	8	83	1026	10017
0	5	104	1000	9969
0	10	84	998	9922
0	9	86	1023	9966
0	4	101	1007	9984
1	9	113	1115	10261
0	7	100	1004	9988
2	9	100	1061	9947
1	7	95	1036	9994
0	5	106	982	9883
0	6	97	982	10024
0	8	100	1034	9943
0	9	117	1055	10062
1	8	97	974	10048
1	10	121	1014	10158
2	12	80	1002	10062
2	9	82	994	10068
1	10	94	943	10007
1	12	96	985	10004
1	9	93	1011	9788
1	9	97	929	9990
1	13	98	1021	9986
2	14	109	1042	10027
0	11	102	974	10030
1	6	100	962	10083
1	8	96	1013	9890
3	18	108	1051	9996
0	11	98	987	10009
0	8	107	992	10097
0	8	90	1003	9930
2	13	104	1005	9766
0	13	115	1021	9918
1	11	114	1014	10000
0	7	112	1029	9954
0	9	101	1026	10068
0	4	101	999	10134
2	14	117	1056	9935
1	8	102	995	10078
1	6	97	1013	9998
2	7	85	1035	9984
0	7	103	969	9950
0	13	95	943	9987
0	8	111	989	10028
2	14	81	997	10053
1	14	114	1013	9893
1	16	124	1060	10034
0	14	97	987	9902
0	8	98	1011	10191
0	13	72	925	9836
0	4	103	975	9911
0	9	100	1017	9828
0	10	88	1046	10131
0	3	108	1036	10182
0	6	99	990	10073
0	12	106	979	10009
2	8	121	1040	10035
0	8	115	1031	9922
2	11	102	944	9823
1	12	96	965	9819
1	8	103	1001	9930
2	11	88	974	10032
2	15	89	918	9996
0	8	85	951	10027
1	7	105	971	10002
1	7	78	963	9913
1	9	102	979	9869
0	8	86	977	10107
